2.177848989999999763e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-8.624415464556520194e-02,-9.672271470575909049e-04,-2.156103866139129702e-02,-3.848251677241300382e-03,-2.156103866139129702e-02,-3.848251677241300382e-03,-2.156103866139129702e-02,-3.848251677241300382e-03,-2.156103866139129702e-02,-3.848251677241300382e-03
0.000000000000000000e+00,2.177848989999999763e+00,0.000000000000000000e+00,8.624415464556520194e-02,-0.000000000000000000e+00,-7.555931540170756364e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.177848989999999763e+00,9.672271470575909049e-04,7.555931540170756364e-18,-0.000000000000000000e+00,-2.045374456499999759e-06,0.000000000000000000e+00,2.045374456499999759e-06,0.000000000000000000e+00,-2.045374456499999759e-06,0.000000000000000000e+00,2.045374456499999759e-06,0.000000000000000000e+00
-0.000000000000000000e+00,8.624415464556520194e-02,9.672271470575909049e-04,3.429933497130591147e-02,-1.014166443710076080e-06,1.344613495353294485e-19,-2.535416109272889447e-07,0.000000000000000000e+00,-2.535416109272889447e-07,0.000000000000000000e+00,-2.535416109272889447e-07,0.000000000000000000e+00,-2.535416109272889447e-07,0.000000000000000000e+00
-8.624415464556520194e-02,-0.000000000000000000e+00,7.555931540170756364e-18,-1.014166443710076080e-06,6.254323251808913131e-02,2.411124627568833818e-04,4.070026578669017243e-03,1.158339489675774738e-03,4.069249336375546817e-03,1.158339489675774738e-03,4.069249336375546817e-03,1.158339489675774738e-03,4.070026578669017243e-03,1.158339489675774738e-03
-9.672271470575909049e-04,-7.555931540170756364e-18,-0.000000000000000000e+00,1.344613495353294485e-19,2.411124627568833818e-04,6.401632405453525076e-02,2.979012463246737043e-03,5.801414907944022446e-04,-2.858456231868295068e-03,-5.369634311805679232e-04,2.979012463246737043e-03,5.801414907944022446e-04,-2.858456231868295068e-03,-5.369634311805679232e-04
-2.156103866139129702e-02,0.000000000000000000e+00,-2.045374456499999759e-06,-2.535416109272889447e-07,4.070026578669017243e-03,2.979012463246737043e-03,4.069637957522282030e-03,1.158339489675774738e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.848251677241300382e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,5.801414907944022446e-04,1.158339489675774738e-03,5.426192213171667856e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.156103866139129702e-02,0.000000000000000000e+00,2.045374456499999759e-06,-2.535416109272889447e-07,4.069249336375546817e-03,-2.858456231868295068e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.069637957522282030e-03,1.158339489675774738e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.848251677241300382e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,-5.369634311805679232e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,5.426192213171667856e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.156103866139129702e-02,0.000000000000000000e+00,-2.045374456499999759e-06,-2.535416109272889447e-07,4.069249336375546817e-03,2.979012463246737043e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.069637957522282030e-03,1.158339489675774738e-03,0.000000000000000000e+00,0.000000000000000000e+00
-3.848251677241300382e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,5.801414907944022446e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,5.426192213171667856e-04,0.000000000000000000e+00,0.000000000000000000e+00
-2.156103866139129702e-02,0.000000000000000000e+00,2.045374456499999759e-06,-2.535416109272889447e-07,4.070026578669017243e-03,-2.858456231868295068e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.069637957522282030e-03,1.158339489675774738e-03
-3.848251677241300382e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,-5.369634311805679232e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158339489675774738e-03,5.426192213171667856e-04
